hu_min,hu_max,iou,dice,voe,rvd
40,50,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
40,45,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
45,100,0.4794389852222265,0.6277071324309349,0.5205610147491048,0.6738225638535218
45,95,0.26710926544034125,0.3891890435438162,0.7328907345105802,-0.014270873304634408
45,90,1.1847218273149465e-06,2.369483604181886e-06,0.9999988151820818,-0.9999988151820818
45,85,0.05207409724755154,0.07820078075025695,0.9479259026590879,-0.9170596957939086
45,80,0.16059436769958285,0.2560017314998699,0.8394056322433544,-0.37860920332656206
45,75,0.19966019738733817,0.28649640014086186,0.8003398025491961,-0.16215251836261002
45,70,0.31353851403876726,0.4614875249725386,0.6864614859468359,3.0616864183939247
45,65,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
45,60,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
45,55,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
45,50,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
50,100,0.00010078526923529346,0.00020124577221004194,0.9998992146346785,-0.9998564604215062
50,95,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
50,90,0.09104660181480372,0.1338115672880684,0.9089533981156543,-0.4575545210486819
50,85,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
50,80,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
50,75,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
50,70,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
50,65,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
50,60,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
50,55,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
55,100,0.00018243419338024499,0.00036354203323714487,0.9998175657105332,-0.9998139985770249
55,95,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
55,90,0.2332464529391637,0.36643295238527057,0.7667535470479832,3.8128806162486226
55,85,0.0018391592108017204,0.0035510448202970167,0.998160840693156,-0.9980373491140326
55,80,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
55,75,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
55,70,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
55,65,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
55,60,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
60,100,0.2159733403371093,0.3273536149422862,0.7840266596120369,0.02993467574038085
60,95,0.2730198083326285,0.405992795333463,0.7269801916284401,0.43944386083748654
60,90,0.20960948693528364,0.32086139624783605,0.7903905130243045,0.32170474873607346
60,85,0.014341819999020159,0.023794401997080637,0.9856581799057039,-0.9776115611537634
60,80,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
60,75,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
60,70,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
60,65,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
65,100,0.38146748488956483,0.532334356391131,0.6185325150791559,0.7162778693173395
65,95,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
65,90,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
65,85,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
65,80,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
65,75,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
65,70,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
70,100,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
70,95,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
70,90,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
70,85,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
70,80,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
70,75,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
75,100,0.2747123328186988,0.4198153784498662,0.7252876671375483,0.009620945730260533
75,95,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
75,90,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
75,85,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
75,80,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
80,100,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
80,95,0.29595125031270697,0.4408164642815965,0.7040487496710865,2.6300744351350067
80,90,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
80,85,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
85,100,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
85,95,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
85,90,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
90,100,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
90,95,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
95,100,0.0,9.609093829216684e-11,0.9999999999039091,-0.9999999999039091
